,cleaned_tweet,label
650,whatever good one abraham lincoln quote yall hoe,1
651,guy say latinas mean kim kardashian looking girl bitch shaped like mini fridge amp smell like tortilla,1
652,rapper say twat make feel weird,2
653,better pipe pussy lmao wth even mean,1
654,fucking pussy couldnt even beat dick angry youtube comment,1
655,youre cunt right,1
656,son bitch moment rain forget car window,1
657,needy hoe ratchet hoe sideline hoe beggin hoe dumb hoe looking love facebook hoe,1
658,get hit bitch campus want,1
659,blowin like bitch spare tire leavin dairy queen,1
660,much fun charlie wilson tribute,2
661,pussy feel,1
662,pussy bitch,1
663,lot rain bad wasnt enough wash away teabagger racist white trash state,0
664,get million retweets cant even get bitch text back,1
665,bitch wetlmmfao,1
666,still calling community organizer well still well,1
667,pussy,1
668,arent embarrassed charlie rangel remains caucus,2
669,bass bitch bitch dick fish dock,1
670,call mass governor race charlie baker watch live coverage wcvb streaming online,2
671,bitch fruit loop,1
672,becomes real bitch way way taller bar designed holy back pain,1
673,bitch love sosa,1
674,made gay couple yes gop world bird would existed since creator would jail sodomy,2
675,nite pure passion door open watching game bitch,1
676,amos two walk together except agreed,2
677,amos hate one upholds justice court detest one tell truth,2
678,head sole foot,2
679,matthew look bird air yet heavenly father feed themare much valuable,2
680,happy belated sixtyfifth birthday aunt mary agnes,2
681,hungrier phat diet,1
682,shoot bean bag round guy hurt like bitch dont,1
683,full white trash,0
684,full white trash moved,0
685,yeahgt know feel knowing phone quit whining like,1
686,kissing fight god otherwise might fucking deadgt,1
687,uou ghetto,2
688,bitch another great win ilove team,1
689,whip cracker,1
690,trash noneuropeans allowed live,0
691,thats theyre possibly tucking penis bitch got man boob,1
692,easier way get pussy wout sacrificing man hoodbest dont include losing self respect,1
693,aint fuckin around got blessed jesus next fake textgt,1
694,cant cardgt french muslim retardgt dont expect demand child bride yard cuz got man dickgt,1
695,isnt bitch walk back wordsgt isnt witch question turdgt glitch evolves absurd,1
696,know wordsgt jingo dangle fan slang ting pang lick drum swing flick alarm bicgt cant hear fire,1
697,sniff whiffy ball involuntary cuz fairy walk downtown hairy scary sense hillbilly sneezegt,2
698,lifelong man miss,2
699,farmer white trash,0
700,people live outside white trash,0
701,kansa city,2
702,great thought panic bird flu bad really aint got time,2
703,great metaphor policy eat vital organ host,2
704,boy monkey tail grows savior futuristic yet old earth,2
705,kanye best good piece pussy fuck,1
706,female tweet dayum day hoe need attention,1
707,worse jig convinced,2
708,root royal october,2
709,trending french montana bitch fuck think selling drug cool lamest poser,1
710,bitch going week,1
711,aint hoe get traphouseeeeeeee,1
712,isaiah mom asked wanted brownie said thanks said fasting,2
713,shy glizzy feat ply free tha gang,2
714,wasnt would never thought sharing,2
715,hate sound callous allbut lot worse,2
716,one bad bitch wouldnt wan mess impact,1
717,happy fall pumpkin spice oreo,2
718,opening serving free sample cider vegan slider brownie,2
719,joshua every place sole foot shall tread upon given unto said unto moses,2
720,middle school hoe used call mandingo warrior,1
721,ratchet hoe,1
722,hoe find relationship instead ruining others,1
723,wise rino pussy real leader like rand cruz lee bachmann etc actually exist fight home,1
724,straight nation soccer champion wow,2
725,make honorary student way cooler international student football card,2
726,best prostitute madam ever hey got pussy shouldnt broke right lmao,1
727,eat pussy better lesbian,1
728,fat hell band faggot thank god played sport grade didnt stay band,1
729,right lot right nomg,2
730,haha fuckin retarded commie hunter biden love snortin pygmie fairy dust dont,1
731,full white trash,0
732,gov troop handed severe defeat saqlawiya there chatter soldier lost amp jihadis raving,2
733,straightgt thats killed,0
734,lol thots like great thing bitch offer,1
735,niccas tryn talk like,1
736,hoe thinkin bad even tell bitch calm average,1
737,better cook clean bitch ill give money aint cleanin dish makin plate,1
738,full white trash,0
739,spanish bitch suck dick baby theyre already fine dressing slutty,1
740,queen reminded still dont get janelle monae perplexed people think shes queer,1
741,century fob,2
742,sure celebrate billion bird death blame fuckin,1
743,okay going say comb yer beard,2
744,feat torus amos blue sky radio edit,2
745,great white bitten twice shy,2
746,ian hunter bitten twice shy,2
747,door wasp texas radio big beat,2
748,yeah kno pussy whipped nigga putting ring,1
749,bitch running hundred meter dash niqqa who actually taking time walking amp still get killed,1
750,november get early bird ticket,2
751,road perfect way continue finished,2
752,valerie jarrett control reflex bitch slap,1
753,little brother hate admit know still lil bitch though fuck,1
754,yall bitch gon breast feed wit nipple ring,1
755,slapping hoe tuh solve something ima leave alonei never usually listen,1
756,covington read response amp mock fbi andy real politics liv awakening gretchen,2
757,bitch,1
758,still bitch got one wrong woman fan livid,1
759,talkin nig smashed homies,0
760,youre hoe stop focusing sucking dick focus getting rich,1
761,sharing hogging like fuckin gasbag son bitch,1
762,using actual woman genetic engineering lab natural clone something,0
763,focus knocked last year hatred umteen year lol,2
764,dcyoungfly dirtymoney damn bitch bab thats big,1
765,fantastic ready tomorrow sweep disposed ever except month,2
766,milwaukee let yost gonow wished hadnt cause suckhow nowhes guy win lose yankee fire girardi yost,2
767,charlie lapdance,2
768,fairy queen nomggt fucked panty,1
769,everybody follow nicca,1
770,niccas,1
771,niccas,1
772,exit niccas,1
773,gtrt niggahs telling hoe talking cant get,1
774,trash,2
775,alls nigger wan fuck tweet drink pineapple soda day,0
776,asian black hawaiian gay retarded drunk,0
777,full white trash,0
778,pussy naz tried tell naz,1
779,case west nile virus infection reported orange county year dead bird found carrying virus,2
780,love forever ling ling,2
781,nicca,2
782,david charlie brown,2
783,son bitch moment finally get bed bladder decides time piss,1
784,son bitch moment turn radio favorite song end song,1
785,son bitch moment walking house dark stub little toe wall,1
786,leave car window rain car look like hurricane katrina ran bitch,1
787,people never happy bitchnmoan time,1
788,play deez nigga bitch dat snake,0
789,give dick got half stroke pussy dump dick dat bitch gon become extremely anoyin,1
790,lil bitch follow,1
791,fuck dem hoe better love dem hoe,1
792,referred zimmerman creepy cracker racist thug,0
793,pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,0
794,made bitch,1
795,fucc nicca,1
796,get job naacp hear like diversity tolerance long aint cracker,0
797,full white trash,0
798,violated usa sovereignty wopen borderjihadiscriminaldiseasedhaitianssamericans,2
799,full white trash,0
800,peanut butter oreo,2
801,hoe wasted time,1
802,make bitch cheat four point scale,1
803,hunter penny annoying red sox player shave fool take vyvanse,2
804,,2
805,dont want arod back,2
806,let play entire inning thats fitting,2
807,robertson guy fantastic sec pitcher,2
808,mccarthy outduels keuchel series finale,2
809,nine straight hit price night,2
810,damn directtv blackout yankee game freaking walk youre killing satellite douche,2
811,damn well joe move bullpen really helped,2
812,aint complaining royal win lose game showed heart ride die flex zone earned,2
813,went gold cruz sound upper lower body strength hmm hitter wont say word,2
814,royal fire sale want whole team leave gardner tanaka rest please along joe cash,2
815,nice bounce back kay got keep going,2
816,pineda needed great play,2
817,primo got home tank mlb finally winning even better time get serious sept call time,2
818,got beaten thug,2
819,take three game motown callin,2
820,wasted nuezs season,2
821,start building fuckin big kill whole flock bird one gogt,1
822,tattoo bitch corrupt many men possible,1
823,youre proud white trash,1
824,badd one idkmixxed bitch really tho,1
825,palm tree great weather else horrible weather bitch,1
826,,1
827,bitch,1
828,bitch washington space,1
829,leaving hoe,1
830,draught horse,2
831,killed hello whatever ahead pocketsgt,1
832,merely indicator something wronggt celebrate unique indiviuals,0
833,job white trash,0
834,cut away democrat talk claim fair balanced lmao network full liar,2
835,wishing,2
836,dont love hoe,1
837,bitch,1
838,fan cody zeller nominating year draft,2
839,anyone jersey shore famous guido shitbag mean money family,1
840,snappy pappy bitch good thing sable paintbrush,1
841,still hanging need win nfl sunday,2
842,suiting tonight,2
843,bitch nose pierced,1
844,dont care got everywhere totally full,1
845,honky,2
846,,0
847,prove wrong righties liberal use fact con use emotion make decision fact damned teabagger motto,1
848,,2
849,,2
850,browngal,2
851,bitch get,1
852,witcha bitch pussy pussy inda hood ona sofawit plastic,1
853,shy glizzy awwsome remix feat chainz amp aap rocky,2
854,get chilling till bitch hit,1
855,nigga bitch tho boy niggaz bitch made cud kiss mouth,1
856,better whole team,2
857,anal gaping tranny play panty nylon part,1
858,bbc anal creampie bitch,1
859,blonde tranny fucked,1
860,hardcore british queer anal pounding,1
861,brazilian bbw babe drilled pussy,1
862,ebony babe pussy,1
863,caught girl rubbing pussy nude beach,1
864,cute preggie slut big tit play swollen pussy,1
865,another pussy close,1
866,squirting pussy fingered asshole,1
867,amateur pussy player milf close,1
868,cumshot beauty pussy closeup,1
869,pussy fuck close,1
870,young japanese girl hairy cunt cre,1
871,spicy oriental paki brunette suck,1
872,paki,2
873,paki,2
874,ebony texas bbw big deep pussy,1
875,erotic wild tit pussy fucking,1
876,blonde tranny whore get rammed facialized,1
877,dude fist wife big pussy,1
878,lovely sound fisting loose pussy,1
879,whipped cream fisting,1
880,year old hairy pussy cumming finger,1
881,hairy florence shove dildo hairy red pussy,1
882,hairy pussy,1
883,hairy pussy,1
884,hand job cum rubber pussy,1
885,amateur boy fucking bitch hiddencam,1
886,candid pussy shot hidden,1
887,home made wife rubbing pussy,1
888,using submissive bitch outdoor home made amateur,1
889,baby pussy,1
890,pretty young japanese girl hot cunt fucked amp,1
891,young japanese girl hairy cunt creampied,1
892,korean girlfriend pussy,1
893,latina chick get pussy pumped,1
894,latina mature big pussy,1
895,latina tight pussy,1
896,lesbian girl eating pussy,1
897,bitch lingerie getting wet cunt pounded,1
898,hot black tranny mastu,1
899,old bitch pleases hotlooking young stud,1
900,german milf getting young old cock pussy,1
901,small tit ghetto whore fucking stepdad,1
902,cutie lesbian teen toy slit,2
903,hairy alicia silver amp tinslee reagan hairy pussy,1
904,homemade pussy eating,1
905,xbox one would much cooler put bird,2
906,dont tell hoe happy,1
907,hoe try get serious someone dont expect anything piece meat,1
908,tow truck,2
909,grape crackhead charlie brown,2
910,highschool graduation rate near thats many uninformed,2
911,would last min let president talk standing clapping bird,2
912,bad bitch,1
913,precious gook baby,2
914,used good rappingnow ima bitch,1
915,took likkle monkey jimmy,2
916,state like mississippi opposed minimum wage child labor law union proscab sweatshop work pretty much,2
917,bitch amp drinking mike sucked,1
918,rough mock base eventually ashtray tiki,2
919,bitch,1
920,nah gon sit gon walk bitch,1
921,bitch get naked work time shes drunk,1
922,loving show morning chris directing conversation beautifully make teabaggers talk,2
